StudentID,AcademicCollege,AcademicDepartment,AcademicMajor,EnrollmentTerm,TermSeason,TermYear,CohortYear,FirstTimeStatus,CreditsAttempted,FullTimeStatus,GPA,RetainedNextFall
S01001,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,3.54,Retained
S01001,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,2.86,
S01001,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.86,
S01002,Education,Elementary Education,Elementary Education Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.66,Retained
S01002,Education,Elementary Education,Elementary Education Major,Spring 2024,Spring,2024,2024,Continuing,11,Part-Time,2.34,
S01002,Education,Elementary Education,Elementary Education Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.68,
S01002,Education,Elementary Education,Elementary Education Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,2.74,Retained
S01002,Education,Elementary Education,Elementary Education Major,Spring 2025,Spring,2025,2024,Continuing,14,Full-Time,2.9,
S01002,Education,Elementary Education,Elementary Education Major,Summer 2025,Summer,2025,2024,Continuing,10,Full-Time,2.73,
S01003,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,2.5,Not Retained
S01003,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,3.1,
S01003,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2024,Continuing,4,Part-Time,1.97,
S01003,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,2.8,Retained
S01003,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,3.28,
S01003,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2024,Continuing,3,Part-Time,2.91,
S01004,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2023,Fall,2023,2025,Continuing,9,Part-Time,3.76,Retained
S01004,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2024,Spring,2024,2025,Continuing,14,Full-Time,3.38,
S01004,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,3.5,
S01004,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2024,Fall,2024,2025,Continuing,13,Full-Time,2.64,Retained
S01004,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2025,Spring,2025,2025,Continuing,17,Full-Time,2.72,
S01004,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2025,Summer,2025,2025,Continuing,5,Part-Time,3.35,
S01005,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,2.72,Retained
S01005,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,1.81,
S01005,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,2.03,
S01005,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,1.48,Retained
S01005,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,1.49,
S01005,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,1.45,
S01006,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2023,First-Time,10,Part-Time,3.41,Retained
S01006,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,3.05,
S01006,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,3.5,
S01006,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,10,Part-Time,3.47,Retained
S01006,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,2.78,
S01006,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,3.8,
S01007,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2023,First-Time,10,Part-Time,2.41,Not Retained
S01007,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,3.02,
S01007,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2023,Continuing,11,Full-Time,2.46,
S01007,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.83,Not Retained
S01007,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,3.04,
S01007,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.88,
S01008,Business,Information Systems,Information Systems Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,4,Retained
S01008,Business,Information Systems,Information Systems Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,4,
S01008,Business,Information Systems,Information Systems Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,3.74,
S01008,Business,Information Systems,Information Systems Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,4,Retained
S01008,Business,Information Systems,Information Systems Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,3.68,
S01008,Business,Information Systems,Information Systems Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,4,
S01009,Business,Marketing,Marketing Major,Fall 2023,Fall,2023,2025,Continuing,13,Full-Time,2.71,Retained
S01009,Business,Marketing,Marketing Major,Spring 2024,Spring,2024,2025,Continuing,14,Full-Time,3.14,
S01009,Business,Marketing,Marketing Major,Summer 2024,Summer,2024,2025,Continuing,4,Part-Time,2.73,
S01009,Business,Marketing,Marketing Major,Fall 2024,Fall,2024,2025,Continuing,9,Part-Time,2.45,Retained
S01009,Business,Marketing,Marketing Major,Spring 2025,Spring,2025,2025,Continuing,12,Full-Time,2.88,
S01009,Business,Marketing,Marketing Major,Summer 2025,Summer,2025,2025,Continuing,6,Full-Time,3.51,
S01010,Business,Management,Management Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,3,Retained
S01010,Business,Management,Management Major,Spring 2024,Spring,2024,2024,Continuing,14,Full-Time,2.99,
S01010,Business,Management,Management Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.42,
S01010,Business,Management,Management Major,Fall 2024,Fall,2024,2024,First-Time,16,Full-Time,2.5,Not Retained
S01010,Business,Management,Management Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,2.19,
S01010,Business,Management,Management Major,Summer 2025,Summer,2025,2024,Continuing,6,Full-Time,2.61,
S01011,Business,Finance,Finance Major,Fall 2023,Fall,2023,2025,Continuing,16,Full-Time,2.88,Retained
S01011,Business,Finance,Finance Major,Spring 2024,Spring,2024,2025,Continuing,10,Part-Time,2.44,
S01011,Business,Finance,Finance Major,Summer 2024,Summer,2024,2025,Continuing,6,Full-Time,2.59,
S01011,Business,Finance,Finance Major,Fall 2024,Fall,2024,2025,Continuing,10,Part-Time,2.74,Retained
S01011,Business,Finance,Finance Major,Spring 2025,Spring,2025,2025,Continuing,15,Full-Time,2.07,
S01011,Business,Finance,Finance Major,Summer 2025,Summer,2025,2025,Continuing,6,Full-Time,2.5,
S01012,Education,Elementary Education,Elementary Education Major,Fall 2023,Fall,2023,2025,Continuing,14,Full-Time,2.49,Not Retained
S01012,Education,Elementary Education,Elementary Education Major,Spring 2024,Spring,2024,2025,Continuing,12,Full-Time,3,
S01012,Education,Elementary Education,Elementary Education Major,Summer 2024,Summer,2024,2025,Continuing,3,Part-Time,2.78,
S01012,Education,Elementary Education,Elementary Education Major,Fall 2024,Fall,2024,2025,Continuing,10,Part-Time,2.11,Retained
S01012,Education,Elementary Education,Elementary Education Major,Spring 2025,Spring,2025,2025,Continuing,15,Full-Time,2.86,
S01012,Education,Elementary Education,Elementary Education Major,Summer 2025,Summer,2025,2025,Continuing,7,Full-Time,2.99,
S01013,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,11,Part-Time,2.79,Retained
S01013,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,3.21,
S01013,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,2.12,
S01013,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.32,Not Retained
S01013,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,2.38,
S01013,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.58,
S01014,Business,Marketing,Marketing Major,Fall 2023,Fall,2023,2024,Continuing,17,Full-Time,2.99,Not Retained
S01014,Business,Marketing,Marketing Major,Spring 2024,Spring,2024,2024,Continuing,9,Part-Time,4,
S01014,Business,Marketing,Marketing Major,Summer 2024,Summer,2024,2024,Continuing,3,Part-Time,2.8,
S01014,Business,Marketing,Marketing Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.85,Retained
S01014,Business,Marketing,Marketing Major,Spring 2025,Spring,2025,2024,Continuing,11,Part-Time,2.6,
S01014,Business,Marketing,Marketing Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,3.44,
S01015,Arts & Sciences,Mathematics,Mathematics Major,Fall 2023,Fall,2023,2023,First-Time,11,Part-Time,2.08,Retained
S01015,Arts & Sciences,Mathematics,Mathematics Major,Spring 2024,Spring,2024,2023,Continuing,9,Part-Time,2.93,
S01015,Arts & Sciences,Mathematics,Mathematics Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,3.34,
S01015,Arts & Sciences,Mathematics,Mathematics Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,3.13,Retained
S01015,Arts & Sciences,Mathematics,Mathematics Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,2.28,
S01015,Arts & Sciences,Mathematics,Mathematics Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.75,
S01016,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,2.54,Retained
S01016,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,2.39,
S01016,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,2.97,
S01016,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2023,Continuing,10,Part-Time,2.13,Retained
S01016,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,2.78,
S01016,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,2.52,
S01017,Business,Information Systems,Information Systems Major,Fall 2023,Fall,2023,2023,First-Time,9,Part-Time,2.94,Retained
S01017,Business,Information Systems,Information Systems Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,2.78,
S01017,Business,Information Systems,Information Systems Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,2.66,
S01017,Business,Information Systems,Information Systems Major,Fall 2024,Fall,2024,2023,Continuing,15,Full-Time,1.63,Not Retained
S01017,Business,Information Systems,Information Systems Major,Spring 2025,Spring,2025,2023,Continuing,9,Part-Time,2.24,
S01017,Business,Information Systems,Information Systems Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,3.14,
S01018,Education,Elementary Education,Elementary Education Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,1.74,Retained
S01018,Education,Elementary Education,Elementary Education Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.27,
S01018,Education,Elementary Education,Elementary Education Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,2.23,
S01018,Education,Elementary Education,Elementary Education Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,1.6,Retained
S01018,Education,Elementary Education,Elementary Education Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,1.65,
S01018,Education,Elementary Education,Elementary Education Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,1.43,
S01019,Education,Elementary Education,Elementary Education Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,3.75,Retained
S01019,Education,Elementary Education,Elementary Education Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,3.61,
S01019,Education,Elementary Education,Elementary Education Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,4,
S01019,Education,Elementary Education,Elementary Education Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,3.08,Not Retained
S01019,Education,Elementary Education,Elementary Education Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,3.43,
S01019,Education,Elementary Education,Elementary Education Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,3.73,
S01020,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,3.83,Retained
S01020,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,3.7,
S01020,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,3.12,
S01020,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2023,Continuing,15,Full-Time,3.12,Retained
S01020,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,2.65,
S01020,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,3.48,
S01021,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,2.44,Retained
S01021,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2023,Continuing,13,Full-Time,3.22,
S01021,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2023,Continuing,11,Full-Time,2.19,
S01021,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.18,Retained
S01021,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.13,
S01021,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,2.77,
S01022,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,3.33,Retained
S01022,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,3.68,
S01022,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,3.49,
S01022,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,3.81,Retained
S01022,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2024,Continuing,12,Full-Time,3.11,
S01022,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,2.77,
S01023,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.06,Retained
S01023,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,2.81,
S01023,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,2.87,
S01023,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,16,Full-Time,3.09,Retained
S01023,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.3,
S01023,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,3.05,
S01024,Business,Management,Management Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.46,Retained
S01024,Business,Management,Management Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,2.39,
S01024,Business,Management,Management Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,2.63,
S01024,Business,Management,Management Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,2.23,Retained
S01024,Business,Management,Management Major,Spring 2025,Spring,2025,2024,Continuing,11,Part-Time,3.16,
S01024,Business,Management,Management Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,2.71,
S01025,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2023,First-Time,9,Part-Time,3.29,Not Retained
S01025,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,3.49,
S01025,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,3.33,
S01025,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,3.32,Retained
S01025,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,3.41,
S01025,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,3.72,
S01026,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2025,Continuing,14,Full-Time,2.28,Not Retained
S01026,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2025,Continuing,9,Part-Time,2.46,
S01026,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,2.87,
S01026,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2025,Continuing,15,Full-Time,1.77,Retained
S01026,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2025,Continuing,16,Full-Time,2.32,
S01026,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2025,Continuing,4,Part-Time,2.56,
S01027,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.74,Retained
S01027,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,2.69,
S01027,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,3.06,
S01027,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,2.27,Retained
S01027,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,2.66,
S01027,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.9,
S01028,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.11,Retained
S01028,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.02,
S01028,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,2.14,
S01028,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,2.89,Retained
S01028,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,2.3,
S01028,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,2.22,
S01029,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,3.17,Retained
S01029,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.98,
S01029,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2024,Continuing,9,Full-Time,3.15,
S01029,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,2.88,Retained
S01029,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,3.07,
S01029,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,3.14,
S01030,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,3.85,Retained
S01030,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,3.68,
S01030,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,3.2,
S01030,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,3.67,Retained
S01030,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,2.61,
S01030,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,3.48,
S01031,Engineering,Civil Engineering,Civil Engineering Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,1.9,Not Retained
S01031,Engineering,Civil Engineering,Civil Engineering Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.03,
S01031,Engineering,Civil Engineering,Civil Engineering Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,2.3,
S01031,Engineering,Civil Engineering,Civil Engineering Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.13,Retained
S01031,Engineering,Civil Engineering,Civil Engineering Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,2.49,
S01031,Engineering,Civil Engineering,Civil Engineering Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,2.28,
S01032,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.35,Retained
S01032,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.25,
S01032,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,2.11,
S01032,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,2.47,Retained
S01032,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,2.02,
S01032,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.46,
S01033,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.74,Retained
S01033,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,3.06,
S01033,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,2.93,
S01033,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2023,Continuing,17,Full-Time,2.37,Not Retained
S01033,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,2.27,
S01033,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,2.1,
S01034,Arts & Sciences,Statistics,Statistics Major,Fall 2023,Fall,2023,2024,Continuing,15,Full-Time,3.48,Retained
S01034,Arts & Sciences,Statistics,Statistics Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,3.78,
S01034,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2024,Continuing,4,Part-Time,3.8,
S01034,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,3.66,Retained
S01034,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2024,Continuing,14,Full-Time,3.17,
S01034,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,3.82,
S01035,Business,Information Systems,Information Systems Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.49,Not Retained
S01035,Business,Information Systems,Information Systems Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,1.82,
S01035,Business,Information Systems,Information Systems Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,2.42,
S01035,Business,Information Systems,Information Systems Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,1.25,Not Retained
S01035,Business,Information Systems,Information Systems Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,1.94,
S01035,Business,Information Systems,Information Systems Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,1.88,
S01036,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.28,Retained
S01036,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2024,Continuing,17,Full-Time,2.96,
S01036,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2024,Continuing,10,Full-Time,2.26,
S01036,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,2.54,Retained
S01036,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,3.42,
S01036,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2024,Continuing,7,Full-Time,2.86,
S01037,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,3.24,Retained
S01037,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,3,
S01037,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,2.93,
S01037,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,2.93,Retained
S01037,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,2.82,
S01037,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.7,
S01038,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.55,Retained
S01038,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.8,
S01038,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,1.9,
S01038,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.09,Not Retained
S01038,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2023,Continuing,9,Part-Time,2.39,
S01038,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,2.35,
S01039,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.35,Retained
S01039,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.4,
S01039,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,3.24,
S01039,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.61,Retained
S01039,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,2.91,
S01039,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.87,
S01040,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2025,Continuing,17,Full-Time,3.51,Retained
S01040,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2025,Continuing,13,Full-Time,2.85,
